    0.982596039772033691E+01   -0.554506659507751465E+01   -0.231595042180125205E+03   -0.621460743175560815E+01    1
    0.939004540443420410E+01   -0.809880971908569336E+01   -0.224560625530360142E+03   -0.621660743175561681E+01    1
    0.904706239700317383E+01   -0.972879767417907715E+01   -0.217701855703866784E+03   -0.621860743175561392E+01    1
    0.935930371284484863E+01   -0.496816754341125488E+01   -0.217258865528829972E+03   -0.622060743175561814E+01    1
    0.889410614967346191E+01   -0.790977001190185547E+01   -0.214643237538355606E+03   -0.622260743175562414E+01    1
    0.885441064834594727E+01   -0.940217018127441406E+01   -0.213849472206084187E+03   -0.622460743175562925E+01    1
    0.873712301254272461E+01   -0.936688661575317383E+01   -0.211504182140537694E+03   -0.622660743175562548E+01    1
    0.874149084091186523E+01   -0.547966599464416504E+01   -0.209569961413366912E+03   -0.622860743175562526E+01    1
    0.956489443778991699E+01   -0.428381681442260742E+01   -0.206011421921103420E+03   -0.623060743175562948E+01    1
    0.812371492385864258E+01   -0.698201537132263184E+01   -0.199239116239094386E+03   -0.623260743175562393E+01    1
    0.797213315963745117E+01   -0.892634630203247070E+01   -0.196209188058484671E+03   -0.623460743175563081E+01    1
    0.789196491241455078E+01   -0.760303020477294922E+01   -0.194606572339130366E+03   -0.623660743175562082E+01    1
    0.772082805633544922E+01   -0.768739700317382812E+01   -0.191185652089032004E+03   -0.623860743175562416E+01    1
    0.770096540451049805E+01   -0.548086404800415039E+01   -0.188772527585425763E+03   -0.624060743175563726E+01    1
    0.762385010719299316E+01   -0.552273988723754883E+01   -0.187452177793261569E+03   -0.624260743175562549E+01    1
    0.753356218338012695E+01   -0.850984692573547363E+01   -0.187442713282771990E+03   -0.624460743175562794E+01    1
    0.744219899177551270E+01   -0.856895446777343750E+01   -0.185616781749857381E+03   -0.624660743175561439E+01    1
    0.720119357109069824E+01   -0.724267363548278809E+01   -0.180800793668792465E+03   -0.624860743175559463E+01    1
    0.719608187675476074E+01   -0.701992034912109375E+01   -0.180698344970836899E+03   -0.625060743175561750E+01    1
    0.692707538604736328E+01   -0.775530099868774414E+01   -0.175324590366556720E+03   -0.625260743175562173E+01    1
    0.690252065658569336E+01   -0.809836626052856445E+01   -0.174834130826150812E+03   -0.625460743175560463E+01    1
