   -0.979727625846862793E+01    0.962592363357543945E+01   -0.222454641776402866E+02   -0.621460743175560815E+01    1
   -0.987530231475830078E+01    0.587428808212280273E+01   -0.222443604004902014E+02   -0.621660743175561681E+01    1
   -0.945670723915100098E+01    0.852234482765197754E+01   -0.222432660655897401E+02   -0.621860743175561392E+01    1
   -0.944908261299133301E+01    0.799080371856689453E+01   -0.222430908323657270E+02   -0.622060743175561814E+01    1
   -0.932659029960632324E+01    0.905936598777770996E+01   -0.222423294713838153E+02   -0.622260743175562414E+01    1
   -0.951174139976501465E+01    0.537806034088134766E+01   -0.222402802725261921E+02   -0.622460743175562925E+01    1
   -0.880006313323974609E+01    0.812176942825317383E+01   -0.222363508391441833E+02   -0.622660743175562548E+01    1
   -0.926215291023254395E+01    0.500990986824035645E+01   -0.222354841840261699E+02   -0.622860743175562526E+01    1
   -0.977641582489013672E+01    0.385836839675903320E+01   -0.222349913113471764E+02   -0.623060743175562948E+01    1
   -0.850953340530395508E+01    0.606298804283142090E+01   -0.222272765145972109E+02   -0.623260743175562393E+01    1
   -0.833783030509948730E+01    0.687784433364868164E+01   -0.222262364619634631E+02   -0.623460743175563081E+01    1
   -0.939052104949951172E+01    0.356991887092590332E+01   -0.222239415558014599E+02   -0.623660743175562082E+01    1
   -0.911794781684875488E+01    0.401490330696105957E+01   -0.222228112704561269E+02   -0.623860743175562416E+01    1
   -0.814874529838562012E+01    0.748537302017211914E+01   -0.222227276176326889E+02   -0.624060743175563726E+01    1
   -0.989197969436645508E+01   -0.528811812400817871E+01   -0.222218187757863532E+02   -0.624260743175562549E+01    1
   -0.986207365989685059E+01   -0.235362052917480469E+01   -0.222209450357265865E+02   -0.624460743175562794E+01    1
   -0.932261228561401367E+01    0.349136352539062500E+01   -0.222209092221096149E+02   -0.624660743175561439E+01    1
   -0.985313177108764648E+01    0.175073027610778809E+01   -0.222208927621978276E+02   -0.624860743175559463E+01    1
   -0.983480334281921387E+01   -0.967260479927062988E+01   -0.222201252634396056E+02   -0.625060743175561750E+01    1
   -0.833812355995178223E+01    0.547377109527587891E+01   -0.222184419685319092E+02   -0.625260743175562173E+01    1
   -0.971022367477416992E+01    0.919599533081054688E+00   -0.222159773520633372E+02   -0.625460743175560463E+01    1
   -0.940441966056823730E+01    0.296486854553222656E+01   -0.222156324008566592E+02   -0.625660743175562306E+01    1
   -0.834204196929931641E+01    0.513618707656860352E+01   -0.222146516066997890E+02   -0.625860743175563883E+01    1
   -0.777955770492553711E+01    0.993179082870483398E+01   -0.222130192208787136E+02   -0.626060743175564038E+01    1
   -0.957918405532836914E+01   -0.294074892997741699E+01   -0.222112536450881706E+02   -0.626260743175563128E+01    1
   -0.826460957527160645E+01    0.500092148780822754E+01   -0.222097133027311742E+02   -0.626460743175563195E+01    1
   -0.953174114227294922E+01   -0.851498603820800781E+01   -0.222093436317385446E+02   -0.626660743175561752E+01    1
   -0.951462745666503906E+01   -0.896433472633361816E+01   -0.222086321891873588E+02   -0.626860743175560398E+01    1
   -0.948786258697509766E+01   -0.149067044258117676E+01   -0.222074949265258290E+02   -0.627060743175561264E+01    1
   -0.945653319358825684E+01   -0.896335840225219727E+00   -0.222061246173820734E+02   -0.627260743175561153E+01    1
   -0.942225813865661621E+01   -0.964891076087951660E+01   -0.222045756737981002E+02   -0.627460743175562907E+01    1
   -0.770767927169799805E+01    0.636944174766540527E+01   -0.222022906826373543E+02   -0.627660743175563507E+01    1
   -0.756944537162780762E+01    0.734734058380126953E+01   -0.222012704294986101E+02   -0.627860743175562508E+01    1
   -0.933479666709899902E+01   -0.281967997550964355E+01   -0.222003750546532110E+02   -0.628060743175561775E+01    1
   -0.868314385414123535E+01    0.360335350036621094E+01   -0.221975151610558221E+02   -0.628260743175562553E+01    1
   -0.917008519172668457E+01   -0.279248952865600586E+00   -0.221913981658200790E+02   -0.628460743175561731E+01    1
   -0.916629791259765625E+01   -0.536221742630004883E+01   -0.221911751049331514E+02   -0.628660743175561265E+01    1
   -0.752080202102661133E+01    0.598947644233703613E+01   -0.221882495543496283E+02   -0.628860743175561243E+01    1
   -0.911176562309265137E+01    0.920943021774291992E+00   -0.221876592519112243E+02   -0.629060743175560244E+01    1
   -0.897315502166748047E+01    0.251697778701782227E+01   -0.221875889508476334E+02   -0.629260743175560666E+01    1
   -0.909904360771179199E+01   -0.217985272407531738E+01   -0.221870502606780029E+02   -0.629460743175559845E+01    1
   -0.909207940101623535E+01    0.173246026039123535E+01   -0.221869984899198229E+02   -0.629660743175561777E+01    1
   -0.878935813903808594E+01    0.293086051940917969E+01   -0.221850861153095700E+02   -0.629860743175561844E+01    1
   -0.906591415405273438E+01   -0.921796679496765137E+01   -0.221849146878239623E+02   -0.630060743175561555E+01    1
   -0.905689001083374023E+01   -0.731741189956665039E+00   -0.221843206677929814E+02   -0.630260743175562688E+01    1
   -0.903540015220642090E+01   -0.686135172843933105E+01   -0.221828845097298881E+02   -0.630460743175560623E+01    1
   -0.902811765670776367E+01   -0.515060663223266602E+01   -0.221823908167599733E+02   -0.630660743175559624E+01    1
   -0.899305939674377441E+01   -0.219452261924743652E+01   -0.221799635085184121E+02   -0.630860743175560490E+01    1
   -0.899155855178833008E+01   -0.252109527587890625E+01   -0.221798576960230598E+02   -0.631060743175560468E+01    1
   -0.881870508193969727E+01   -0.591027855873107910E+01   -0.221665526707304572E+02   -0.631260743175561778E+01    1
   -0.805392861366271973E+01    0.384370446205139160E+01   -0.221630041036948988E+02   -0.631460743175562911E+01    1
   -0.687776803970336914E+01    0.915085315704345703E+01   -0.221620092048889568E+02   -0.631660743175561201E+01    1
   -0.859572529792785645E+01    0.262989759445190430E+01   -0.221619070939369998E+02   -0.631860743175562067E+01    1
   -0.701216220855712891E+01    0.665892362594604492E+01   -0.221608241384675964E+02   -0.632060743175563289E+01    1
