    0.610628008842468262E+01   -0.191203117370605469E+01   -0.119185376554762943E+02
    0.806290864944458008E+01    0.615703940391540527E+01   -0.962596770225665388E+01
    0.932546734809875488E+01    0.794639229774475098E+01   -0.927789456755397524E+01
    0.421380162239074707E+01   -0.614707112312316895E+01   -0.909278567596752652E+01
    0.410013437271118164E+01   -0.727086305618286133E+01   -0.892412152690320681E+01
    0.931540208153858629E+01    0.881509790339396915E+01   -0.872824096389138404E+01
   -0.273440596637232947E+01   -0.180963211505586763E+01   -0.864668991482241189E+01
    0.819010344616817321E+01    0.733696083113382258E+01   -0.846614793140180311E+01
    0.486478686332702637E+01    0.368138194084167480E+01   -0.825192380696099903E+01
    0.799804687500000000E+01    0.737387537956237793E+01   -0.821900559208954640E+01
    0.362085698082415419E+01   -0.350469649561283347E+01   -0.821571211620189068E+01
    0.362496376037597656E+01    0.105879783630371094E+01   -0.820017093699885358E+01
    0.785340547561645508E+01    0.723973155021667480E+01   -0.815894459790620630E+01
    0.794297218322753906E+01    0.743240833282470703E+01   -0.811600435460997005E+01
    0.341449141502380371E+01    0.124395251274108887E+01   -0.787038624187222879E+01
   -0.256244665367115942E+01   -0.113764864415788303E+01   -0.784696422102917523E+01
   -0.255212068557739258E+01   -0.957448959350585938E+01   -0.780079245788282805E+01
    0.330386877059936523E+01   -0.915102362632751465E+01   -0.775051367104171263E+01
    0.531120226932381456E+01    0.461597812987478306E+01   -0.772616516661686692E+01
   -0.252549290657043457E+01    0.425285100936889648E+00   -0.767899182246259748E+01
    0.335687398910522461E+01    0.832044363021850586E+01   -0.762935473999537361E+01
    0.799572825431823730E+01    0.892700672149658203E+01   -0.742685303056720691E+01
    0.617663916446250738E+01    0.585615236801735506E+01   -0.741800630328966282E+01
   -0.244707411699837962E+01   -0.669545277505638481E+01   -0.734406864059188180E+01
    0.301424622535705566E+01   -0.292162656784057617E+01   -0.732878541340084944E+01
    0.340469900835300088E+01    0.252020963338656578E+01   -0.729324133078950432E+01
    0.331259250640869141E+01    0.817216038703918457E+01   -0.728787973362505959E+01
    0.361378192901611328E+01    0.292028307914733887E+01   -0.725118067051577153E+01
    0.295083030655245082E+01   -0.831565701868690432E+01   -0.723696762861731013E+01
    0.290378928184509277E+01   -0.203894138336181641E+01   -0.716899698657877149E+01
    0.638289451599121094E+01    0.648280262947082520E+01   -0.709086752834710499E+01
   -0.237135722237742375E+01   -0.950789840435009026E+01   -0.703020657227012791E+01
    0.776131348435725599E+01    0.964459250539340474E+01   -0.699644010520481441E+01
    0.536135315895080566E+01    0.544506192207336426E+01   -0.681280269597780208E+01
    0.437447632954842724E+01    0.430776588419515960E+01   -0.678796629665888851E+01
    0.635947507013825231E+01    0.695216581151210633E+01   -0.677024736129433169E+01
    0.262022292734977569E+01   -0.253661165794591703E+01   -0.676211833291780806E+01
    0.261610430767927582E+01   -0.226872324234891920E+01   -0.675624893054196995E+01
    0.624822536808051154E+01    0.677785322612630026E+01   -0.675481563799609397E+01
   -0.230396866798400879E+01    0.843408107757568359E+00   -0.675123806595468068E+01
    0.136501483818531888E+01    0.634420302796514690E+01   -0.674626440224229285E+01
    0.258687376976013184E+01   -0.868432402610778809E+01   -0.671462947552013478E+01
    0.256603220202997662E+01   -0.748733105927097320E+01   -0.668499450661621442E+01
    0.526470575116146122E+01    0.545244412067662765E+01   -0.668414917841941314E+01
   -0.201648891496377658E+00    0.491142669388415065E+01   -0.667740445189242671E+01
    0.575042057621248937E+01    0.616365706491606247E+01   -0.663161129096326807E+01
    0.572033836066623103E+01    0.964684160840644012E+01   -0.657984984839073306E+01
   -0.225144386291503906E+01    0.432105064392089844E+00   -0.655745601075137863E+01
   -0.223964732639124975E+01   -0.162035046590961329E+01   -0.651671577910542688E+01
    0.583325147628784180E+01    0.964420914649963379E+01   -0.650328820507575589E+01
